filename;author;title;style;genre;date
27854.jpg;b36edf57ed623e40e433565053f5f6ca;Women with Mirror;Cubism;portrait;1920.0
75782.jpg;b36edf57ed623e40e433565053f5f6ca;Skating Rink Marine blue and red drawing of costume;Cubism;design;1921.0
20443.jpg;b36edf57ed623e40e433565053f5f6ca;Sacred Heart of Audincourt;Purism;design;1951.0
32344.jpg;b36edf57ed623e40e433565053f5f6ca;Factories;Cubism;cityscape;1918.0
65336.jpg;b36edf57ed623e40e433565053f5f6ca;The rider acrobat juggler;Cubism;design;1921.0
13781.jpg;b36edf57ed623e40e433565053f5f6ca;Still Life;Cubism;still life;1918.0
67516.jpg;b36edf57ed623e40e433565053f5f6ca;The Butcher Shop;Cubism;genre painting;1921.0
67171.jpg;b36edf57ed623e40e433565053f5f6ca;The Creation of the World costume of woman;Cubism;design;1923.0
23917.jpg;b36edf57ed623e40e433565053f5f6ca;Dance;Cubism;genre painting;1929.0
22706.jpg;b36edf57ed623e40e433565053f5f6ca;Breakfast;Cubism;genre painting;1921.0
83998.jpg;b36edf57ed623e40e433565053f5f6ca;The Creation of the World Monkey drawing of costume;Cubism;design;1923.0
12535.jpg;b36edf57ed623e40e433565053f5f6ca;The Creation of the World Great figure drawing of costume;Cubism;design;1923.0
54178.jpg;b36edf57ed623e40e433565053f5f6ca;The Creation of the World Fetish drawing of costume;Suprematism;design;1923.0
72488.jpg;b36edf57ed623e40e433565053f5f6ca;Fishermen;Cubism;genre painting;1921.0
96622.jpg;b36edf57ed623e40e433565053f5f6ca;The railway crossing;Tubism;abstract;
16927.jpg;b36edf57ed623e40e433565053f5f6ca;Skating Rink the Insane drawing of costume for Jean Börlin;Cubism;design;1921.0
10031.jpg;b36edf57ed623e40e433565053f5f6ca;Diver on a yellow background;Cubism;genre painting;
63495.jpg;b36edf57ed623e40e433565053f5f6ca;Leisure on red background;Naïve Art (Primitivism);genre painting;1949.0
17.jpg;b36edf57ed623e40e433565053f5f6ca;The mask negro;Cubism;design;
695.jpg;b36edf57ed623e40e433565053f5f6ca;Contrasts of Forms;Cubism;abstract;1913.0
26302.jpg;b36edf57ed623e40e433565053f5f6ca;Divers polychrome;Cubism;genre painting;
32857.jpg;b36edf57ed623e40e433565053f5f6ca;Stalingrad ;Naïve Art (Primitivism);battle painting;
470.jpg;b36edf57ed623e40e433565053f5f6ca;The shapes on white background (on a blue background in the gift);Orphism;abstract;
54008.jpg;b36edf57ed623e40e433565053f5f6ca;The four cyclists;Cubism;genre painting;
87275.jpg;b36edf57ed623e40e433565053f5f6ca;Still life;Cubism;still life;1925.0
88095.jpg;b36edf57ed623e40e433565053f5f6ca;Still Life with Apples;Purism;still life;
25301.jpg;b36edf57ed623e40e433565053f5f6ca;The Roundel, the plane smashed;Orphism;abstract;
65280.jpg;b36edf57ed623e40e433565053f5f6ca;Trouville;Cubism;portrait;1921.0
39591.jpg;b36edf57ed623e40e433565053f5f6ca;Models, mosaic project for Gaz de France Alforville;Purism;design;1955.0
33291.jpg;b36edf57ed623e40e433565053f5f6ca;Dancer the dog (The dog on the ball, Study for the Grande Parade ;Naïve Art (Primitivism);genre painting;1952.0
73797.jpg;b36edf57ed623e40e433565053f5f6ca;The two women in blue vase;Cubism;nude painting (nu);1935.0
28541.jpg;b36edf57ed623e40e433565053f5f6ca;The Bathers;Naïve Art (Primitivism);genre painting;
81964.jpg;b36edf57ed623e40e433565053f5f6ca;Green Leaf;Purism;landscape;1945.0
86776.jpg;b36edf57ed623e40e433565053f5f6ca;Flower lamp;Purism;still life;1951.0
46373.jpg;b36edf57ed623e40e433565053f5f6ca;The kneeling woman;Cubism;portrait;1934.0
21656.jpg;b36edf57ed623e40e433565053f5f6ca;Study for the decoration of the aviation center of Briey;Purism;sketch and study;
62821.jpg;b36edf57ed623e40e433565053f5f6ca;Agricultural Machinery;Constructivism;still life;1953.0
3037.jpg;b36edf57ed623e40e433565053f5f6ca;Tails of comets (study for a screen);Surrealism;abstract;
93013.jpg;b36edf57ed623e40e433565053f5f6ca;Study of Women at the plant ;Naïve Art (Primitivism);sketch and study;
45173.jpg;b36edf57ed623e40e433565053f5f6ca;The gas station (study for the city);Purism;cityscape;
80035.jpg;b36edf57ed623e40e433565053f5f6ca;Study for The Bathers;Naïve Art (Primitivism);sketch and study;
4287.jpg;b36edf57ed623e40e433565053f5f6ca;At the farm;Naïve Art (Primitivism);cityscape;1955.0
24424.jpg;b36edf57ed623e40e433565053f5f6ca;The Inhuman;Constructivism;abstract;1923.0
1936.jpg;b36edf57ed623e40e433565053f5f6ca;The Builders (outside color);Naïve Art (Primitivism);genre painting;1955.0
50807.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
1516.jpg;b36edf57ed623e40e433565053f5f6ca;Trouville ;Naïve Art (Primitivism);sketch and study;1949.0
48831.jpg;b36edf57ed623e40e433565053f5f6ca;Woman with a Cat;Cubism;nude painting (nu);1921.0
89841.jpg;b36edf57ed623e40e433565053f5f6ca;The two women, two sisters;Cubism;portrait;1952.0
93639.jpg;b36edf57ed623e40e433565053f5f6ca;The Bather;Surrealism;genre painting;1932.0
76833.jpg;b36edf57ed623e40e433565053f5f6ca;Models, mosaic project for Gaz de France Alforville;Purism;design;
87217.jpg;b36edf57ed623e40e433565053f5f6ca;Plant black;Orphism;still life;
92234.jpg;b36edf57ed623e40e433565053f5f6ca;Composition at pitcher;Purism;still life;1918.0
71307.jpg;b36edf57ed623e40e433565053f5f6ca;Mural;Cubism;portrait;1951.0
6963.jpg;b36edf57ed623e40e433565053f5f6ca;The ?ity;Cubism;cityscape;1919.0
45677.jpg;b36edf57ed623e40e433565053f5f6ca;Model, setting for the opera by Darius Milhaud Bolivar, L pass Andes;Orphism;design;
88601.jpg;b36edf57ed623e40e433565053f5f6ca;Composition of the medallion (final);Purism;portrait;
4817.jpg;b36edf57ed623e40e433565053f5f6ca;Part campaign ;Naïve Art (Primitivism);genre painting;
17092.jpg;b36edf57ed623e40e433565053f5f6ca;Composition on an orange background;Orphism;abstract;1932.0
2816.jpg;b36edf57ed623e40e433565053f5f6ca;The great tug;Cubism;marina;1923.0
50087.jpg;b36edf57ed623e40e433565053f5f6ca;Stained glass windows for the University of Caracas ;Orphism;design;
19898.jpg;b36edf57ed623e40e433565053f5f6ca;A.B.C.;Cubism;abstract;1927.0
13282.jpg;b36edf57ed623e40e433565053f5f6ca;Study for the two lovers;Naïve Art (Primitivism);sketch and study;1955.0
41384.jpg;b36edf57ed623e40e433565053f5f6ca;Trapeze ;Purism;genre painting;1950.0
37744.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
94866.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
55925.jpg;b36edf57ed623e40e433565053f5f6ca;Sunflowers;Purism;flower painting;1953.0
34181.jpg;b36edf57ed623e40e433565053f5f6ca;A mosaic model for the crypt of the memorial at high Mardasson ;Naïve Art (Primitivism);design;
65431.jpg;b36edf57ed623e40e433565053f5f6ca;The Creation of the prehistoric World state;Cubism;design;1923.0
16048.jpg;b36edf57ed623e40e433565053f5f6ca;Creation of the World;Constructivism;design;
19824.jpg;b36edf57ed623e40e433565053f5f6ca;Trouville ;Purism;cityscape;1950.0
81613.jpg;b36edf57ed623e40e433565053f5f6ca;Horse head on a yellow background ;Purism;animal painting;1953.0
3215.jpg;b36edf57ed623e40e433565053f5f6ca;The Bunch of turnips;Naïve Art (Primitivism);portrait;1951.0
47028.jpg;b36edf57ed623e40e433565053f5f6ca;Mural;Suprematism;abstract;1924.0
46275.jpg;b36edf57ed623e40e433565053f5f6ca;The two sailors;Cubism;portrait;
28886.jpg;b36edf57ed623e40e433565053f5f6ca;Project for a mural;Orphism;design;1952.0
61070.jpg;b36edf57ed623e40e433565053f5f6ca;Characters in the truck ;Naïve Art (Primitivism);sketch and study;
49358.jpg;b36edf57ed623e40e433565053f5f6ca;Forms in space;Purism;abstract;1950.0
45613.jpg;b36edf57ed623e40e433565053f5f6ca;Study for the Creation of the World;Constructivism;sketch and study;1924.0
61743.jpg;b36edf57ed623e40e433565053f5f6ca;Title given the bird in the flowers, study for the Circus ;Purism;sketch and study;
10001.jpg;b36edf57ed623e40e433565053f5f6ca;Mother and child;Naïve Art (Primitivism);portrait;1955.0
60227.jpg;b36edf57ed623e40e433565053f5f6ca;Both handlebars;Purism;abstract;1945.0
81725.jpg;b36edf57ed623e40e433565053f5f6ca;Composition for a Mural;Orphism;abstract;1945.0
4279.jpg;b36edf57ed623e40e433565053f5f6ca;Acrobats;Cubism;genre painting;
11035.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
30863.jpg;b36edf57ed623e40e433565053f5f6ca;Portrait of Nadia;Naïve Art (Primitivism);portrait;
28691.jpg;b36edf57ed623e40e433565053f5f6ca;Eiffel Tower;Naïve Art (Primitivism);cityscape;
98111.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
17837.jpg;b36edf57ed623e40e433565053f5f6ca;Study for The City;Cubism;sketch and study;
99784.jpg;b36edf57ed623e40e433565053f5f6ca;Lovers in the Street;Purism;sketch and study;
56362.jpg;b36edf57ed623e40e433565053f5f6ca;Both Sunflowers (Sunflowers);Purism;still life;1954.0
58292.jpg;b36edf57ed623e40e433565053f5f6ca;Acrobats;Cubism;genre painting;
25764.jpg;b36edf57ed623e40e433565053f5f6ca;Flint ;Purism;abstract;1933.0
99801.jpg;b36edf57ed623e40e433565053f5f6ca;Women in compact;Naïve Art (Primitivism);sketch and study;
34732.jpg;b36edf57ed623e40e433565053f5f6ca;Study of mask for  The creation of Monde;Cubism;sketch and study;
35836.jpg;b36edf57ed623e40e433565053f5f6ca;The dancer;Naïve Art (Primitivism);sketch and study;
82479.jpg;b36edf57ed623e40e433565053f5f6ca;Creation of the World;Constructivism;design;1924.0
16342.jpg;b36edf57ed623e40e433565053f5f6ca;Deauville ;Purism;abstract;
46115.jpg;b36edf57ed623e40e433565053f5f6ca;Singer at the microphone ;Naïve Art (Primitivism);portrait;1955.0
92118.jpg;b36edf57ed623e40e433565053f5f6ca;The camper;Naïve Art (Primitivism);genre painting;
3391.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
52960.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
57534.jpg;b36edf57ed623e40e433565053f5f6ca;Sunflower on a yellow background;Purism;flower painting;1953.0
55202.jpg;b36edf57ed623e40e433565053f5f6ca;The yellow flower;Purism;flower painting;
23701.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
79234.jpg;b36edf57ed623e40e433565053f5f6ca;Abstract composition;Orphism;abstract;
31692.jpg;b36edf57ed623e40e433565053f5f6ca;Draft costume (Front) ;Cubism;design;1929.0
34214.jpg;b36edf57ed623e40e433565053f5f6ca;Composition with two sailors;Naïve Art (Primitivism);portrait;1951.0
26615.jpg;b36edf57ed623e40e433565053f5f6ca;Draft costume (Front) ;Cubism;design;1929.0
35361.jpg;b36edf57ed623e40e433565053f5f6ca;Mural;Suprematism;abstract;1926.0
49306.jpg;b36edf57ed623e40e433565053f5f6ca;The workman sitting ;Naïve Art (Primitivism);portrait;
34931.jpg;b36edf57ed623e40e433565053f5f6ca;Butterflies (Still Life with Butterflies);Purism;flower painting;1948.0
101397.jpg;b36edf57ed623e40e433565053f5f6ca;Composition in yellow bottle ;Purism;still life;
20448.jpg;b36edf57ed623e40e433565053f5f6ca;Landscape;Purism;cityscape;
87605.jpg;b36edf57ed623e40e433565053f5f6ca;Two Women (Two Sisters) ;Cubism;sketch and study;1935.0
38663.jpg;b36edf57ed623e40e433565053f5f6ca;Branch;Surrealism;still life;1952.0
35670.jpg;b36edf57ed623e40e433565053f5f6ca;Still Life with Blue Vase (the roosbeef);Purism;still life;1951.0
86968.jpg;b36edf57ed623e40e433565053f5f6ca;The yellow flame;Purism;genre painting;1952.0
11156.jpg;b36edf57ed623e40e433565053f5f6ca;Study for builders of feet ;Cubism;sketch and study;1950.0
60110.jpg;b36edf57ed623e40e433565053f5f6ca;Birds on a yellow background ;Purism;animal painting;
45955.jpg;b36edf57ed623e40e433565053f5f6ca;Mechanical Elements on a blue background;Purism;still life;1948.0
20015.jpg;b36edf57ed623e40e433565053f5f6ca;A worker with the lamp ;Naïve Art (Primitivism);portrait;1951.0
19788.jpg;b36edf57ed623e40e433565053f5f6ca;Study for a Portrait;Naïve Art (Primitivism);sketch and study;1945.0
18823.jpg;b36edf57ed623e40e433565053f5f6ca;Portrait of Nadia;Naïve Art (Primitivism);sketch and study;1950.0
30373.jpg;b36edf57ed623e40e433565053f5f6ca;The alignment star;Surrealism;nude painting (nu);1952.0
94438.jpg;b36edf57ed623e40e433565053f5f6ca;Dancer in blue veil ;Cubism;sketch and study;
6171.jpg;b36edf57ed623e40e433565053f5f6ca;New York;Purism;cityscape;
52756.jpg;b36edf57ed623e40e433565053f5f6ca;Composition on yellow background (green Logs);Surrealism;abstract;1954.0
4919.jpg;b36edf57ed623e40e433565053f5f6ca;Composition in two birds (Landscape with birds);Naïve Art (Primitivism);landscape;1954.0
65798.jpg;b36edf57ed623e40e433565053f5f6ca;Portrait of Andre Mare;Cubism;sketch and study;1901.0
5886.jpg;b36edf57ed623e40e433565053f5f6ca;The two faces;Cubism;portrait;1951.0
64844.jpg;b36edf57ed623e40e433565053f5f6ca;The Observatory, study for the City ;Cubism;sketch and study;
67318.jpg;b36edf57ed623e40e433565053f5f6ca;Abstract composition (sheets);Orphism;abstract;
87565.jpg;b36edf57ed623e40e433565053f5f6ca;Pylons (study for The City) ;Naïve Art (Primitivism);cityscape;
1678.jpg;b36edf57ed623e40e433565053f5f6ca;Still Life with fruits;Purism;still life;1948.0
15156.jpg;b36edf57ed623e40e433565053f5f6ca;The white birds on blue background;Purism;animal painting;
96179.jpg;b36edf57ed623e40e433565053f5f6ca;The Cancan;Naïve Art (Primitivism);sketch and study;
38086.jpg;b36edf57ed623e40e433565053f5f6ca;Model for building the gas from France to Alford;Orphism;design;
16430.jpg;b36edf57ed623e40e433565053f5f6ca;Clouds;Orphism;sketch and study;
66752.jpg;b36edf57ed623e40e433565053f5f6ca;Still Life with Chair;Naïve Art (Primitivism);still life;
23068.jpg;b36edf57ed623e40e433565053f5f6ca;The woman with black hair;Cubism;portrait;1952.0
102383.jpg;b36edf57ed623e40e433565053f5f6ca;The two women bouquet;Cubism;portrait;1921.0
25587.jpg;b36edf57ed623e40e433565053f5f6ca;The singer on the radio;Naïve Art (Primitivism);sketch and study;
17004.jpg;b36edf57ed623e40e433565053f5f6ca;The birds in the landscape ;Purism;animal painting;
54686.jpg;b36edf57ed623e40e433565053f5f6ca;The pool;Naïve Art (Primitivism);sketch and study;
84361.jpg;b36edf57ed623e40e433565053f5f6ca;Study nuts;Naïve Art (Primitivism);sketch and study;1931.0
21758.jpg;b36edf57ed623e40e433565053f5f6ca;Study for the Party Campaign;Naïve Art (Primitivism);sketch and study;
82393.jpg;b36edf57ed623e40e433565053f5f6ca;The viaduct;Cubism;sketch and study;
37961.jpg;b36edf57ed623e40e433565053f5f6ca;Mechanical Elements on red background;Cubism;still life;1924.0
8796.jpg;b36edf57ed623e40e433565053f5f6ca;The butterfly on the wheel;Purism;still life;1948.0
15225.jpg;b36edf57ed623e40e433565053f5f6ca;The Moulin Rouge;Cubism;sketch and study;
101157.jpg;b36edf57ed623e40e433565053f5f6ca;Umbrellas;Naïve Art (Primitivism);sketch and study;
58025.jpg;b36edf57ed623e40e433565053f5f6ca;Study for a Portrait;Naïve Art (Primitivism);sketch and study;1945.0
59983.jpg;b36edf57ed623e40e433565053f5f6ca;People framework (Manufacturers) ;Naïve Art (Primitivism);portrait;
78450.jpg;b36edf57ed623e40e433565053f5f6ca;Deauville ;Purism;abstract;
84376.jpg;b36edf57ed623e40e433565053f5f6ca;The Annunciation;Naïve Art (Primitivism);religious painting;
74112.jpg;b36edf57ed623e40e433565053f5f6ca;Stalingrad ;Naïve Art (Primitivism);battle painting;
53520.jpg;b36edf57ed623e40e433565053f5f6ca;Three girls on red background (composition with three women);Cubism;portrait;1927.0
9078.jpg;b36edf57ed623e40e433565053f5f6ca;Face with both hands ;Cubism;portrait;1954.0
77756.jpg;b36edf57ed623e40e433565053f5f6ca;Branches (Logs);Surrealism;still life;1955.0
37703.jpg;b36edf57ed623e40e433565053f5f6ca;Red Pot;Cubism;still life;1926.0
80.jpg;b36edf57ed623e40e433565053f5f6ca;Station;Purism;sketch and study;
24493.jpg;b36edf57ed623e40e433565053f5f6ca;Face by hand on a red background ;Cubism;portrait;
6438.jpg;b36edf57ed623e40e433565053f5f6ca;Builder, character in the framework ;Naïve Art (Primitivism);sketch and study;
52485.jpg;b36edf57ed623e40e433565053f5f6ca;Transport forces;Purism;marina;1937.0
87629.jpg;b36edf57ed623e40e433565053f5f6ca;Reading ;Naïve Art (Primitivism);portrait;1948.0
54685.jpg;b36edf57ed623e40e433565053f5f6ca;Study for a Portrait;Naïve Art (Primitivism);sketch and study;
29828.jpg;b36edf57ed623e40e433565053f5f6ca;Project for a mural Vulcania;Orphism;design;1951.0
50337.jpg;b36edf57ed623e40e433565053f5f6ca;Animated Landscape;Cubism;cityscape;1921.0
71595.jpg;b36edf57ed623e40e433565053f5f6ca;Project for female costume Skating Rink ;Cubism;design;
8509.jpg;b36edf57ed623e40e433565053f5f6ca;The chair (membership to the lamp, the lamp still life);Purism;still life;1955.0
57989.jpg;b36edf57ed623e40e433565053f5f6ca;Study for a Portrait;Naïve Art (Primitivism);sketch and study;1945.0
5525.jpg;b36edf57ed623e40e433565053f5f6ca;The worker sitting;Cubism;portrait;
36848.jpg;b36edf57ed623e40e433565053f5f6ca;Portrait of Henry Viel, a friend of painter Fernand Leger;Cubism;sketch and study;1903.0
73692.jpg;b36edf57ed623e40e433565053f5f6ca;Lovers;Naïve Art (Primitivism);sketch and study;
47344.jpg;b36edf57ed623e40e433565053f5f6ca;Both birds;Purism;sketch and study;
51465.jpg;b36edf57ed623e40e433565053f5f6ca;Man in Town;Cubism;sketch and study;
42179.jpg;b36edf57ed623e40e433565053f5f6ca;Stalingrad ;Naïve Art (Primitivism);battle painting;
39248.jpg;b36edf57ed623e40e433565053f5f6ca;The Face (Face and Hands);Cubism;portrait;
36187.jpg;b36edf57ed623e40e433565053f5f6ca;Project Costume Skating Rink ;Cubism;design;
83928.jpg;b36edf57ed623e40e433565053f5f6ca;The King of cards;Purism;figurative;1927.0
87370.jpg;b36edf57ed623e40e433565053f5f6ca;Portrait of Henri Martin;Naïve Art (Primitivism);portrait;
11916.jpg;b36edf57ed623e40e433565053f5f6ca;Roofs;Naïve Art (Primitivism);sketch and study;
29721.jpg;b36edf57ed623e40e433565053f5f6ca;The star ;Purism;flower painting;1936.0
41963.jpg;b36edf57ed623e40e433565053f5f6ca;Maquette pour a mosaic of the crypt of the memorial at high Mardasson ;Naïve Art (Primitivism);design;
87220.jpg;b36edf57ed623e40e433565053f5f6ca;Street;Naïve Art (Primitivism);sketch and study;
66522.jpg;b36edf57ed623e40e433565053f5f6ca;The Merchant of Four Seasons;Naïve Art (Primitivism);sketch and study;
95277.jpg;b36edf57ed623e40e433565053f5f6ca;The tug in the city;Cubism;sketch and study;
67573.jpg;b36edf57ed623e40e433565053f5f6ca;Street of Dantzig;Naïve Art (Primitivism);sketch and study;
8213.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
50794.jpg;b36edf57ed623e40e433565053f5f6ca;Portrait of Henry Viel, a friend of painter Fernand Leger;Cubism;sketch and study;1904.0
65915.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
101486.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
69405.jpg;b36edf57ed623e40e433565053f5f6ca;Swimming ;Naïve Art (Primitivism);genre painting;
25507.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
63510.jpg;b36edf57ed623e40e433565053f5f6ca;Green fruit on a blue background;Purism;still life;1952.0
2908.jpg;b36edf57ed623e40e433565053f5f6ca;Model for the mosaic of the Church of Our Lady of All Graces;Naïve Art (Primitivism);design;1947.0
98554.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
46064.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
17108.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
59806.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
78325.jpg;b36edf57ed623e40e433565053f5f6ca;Acrobats and clowns;Naïve Art (Primitivism);genre painting;1950.0
24192.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
101139.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
28027.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
59529.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
19572.jpg;b36edf57ed623e40e433565053f5f6ca;Fourth state, church of Assy;Naïve Art (Primitivism);design;1947.0
44590.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
69829.jpg;b36edf57ed623e40e433565053f5f6ca;Church Sancellemoz Assy;Naïve Art (Primitivism);design;1947.0
86788.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
8468.jpg;b36edf57ed623e40e433565053f5f6ca;The Bathers (The Dancers);Cubism;genre painting;
95128.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
93973.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
18644.jpg;b36edf57ed623e40e433565053f5f6ca;1st state church of Assy;Naïve Art (Primitivism);design;1947.0
2709.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
65284.jpg;b36edf57ed623e40e433565053f5f6ca;Project design stage for a fitness;Purism;design;1935.0
25749.jpg;b36edf57ed623e40e433565053f5f6ca;Wall Composition ;Purism;sketch and study;1952.0
48186.jpg;b36edf57ed623e40e433565053f5f6ca;Branch;Surrealism;still life;1952.0
51472.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
66140.jpg;b36edf57ed623e40e433565053f5f6ca;Peti parrot women (Women in parrot);Cubism;portrait;
70056.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
65276.jpg;b36edf57ed623e40e433565053f5f6ca;Album Le Cirque;Purism;;1950.0
8684.jpg;b36edf57ed623e40e433565053f5f6ca;The bird and flower;Purism;still life;1953.0
58537.jpg;b36edf57ed623e40e433565053f5f6ca;Hive;Naïve Art (Primitivism);sketch and study;
25663.jpg;b36edf57ed623e40e433565053f5f6ca;The Port of Trouville;Purism;cityscape;1951.0
31096.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
97843.jpg;b36edf57ed623e40e433565053f5f6ca;The Hairy;Cubism;sketch and study;
35357.jpg;b36edf57ed623e40e433565053f5f6ca;Study for the decor of the Darius Milhaud opera Bolivar;Orphism;sketch and study;1949.0
100223.jpg;b36edf57ed623e40e433565053f5f6ca;Children in the bird ;Purism;portrait;1953.0
85953.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
7315.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
95011.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
17220.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
25122.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
23694.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
29214.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
44698.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
20057.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
62135.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
52611.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
67126.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
26974.jpg;b36edf57ed623e40e433565053f5f6ca;Audincourt window;Purism;design;
63706.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
40541.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
81335.jpg;b36edf57ed623e40e433565053f5f6ca;Project window (Audincourt) ;Naïve Art (Primitivism);design;
42859.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
100053.jpg;b36edf57ed623e40e433565053f5f6ca;Opera;Naïve Art (Primitivism);design;
29651.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Naïve Art (Primitivism);sketch and study;1950.0
98558.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
16003.jpg;b36edf57ed623e40e433565053f5f6ca;"The album ""Circus""";Purism;sketch and study;1950.0
29986.jpg;b36edf57ed623e40e433565053f5f6ca;Composition dominoes;Orphism;still life;
43095.jpg;b36edf57ed623e40e433565053f5f6ca;Mural ;Orphism;abstract;1954.0
18114.jpg;b36edf57ed623e40e433565053f5f6ca;The root gray;Purism;abstract;
33767.jpg;b36edf57ed623e40e433565053f5f6ca;Woman with Parrot;Naïve Art (Primitivism);genre painting;1941.0
75309.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Entrance to the Moulin de la Galette;Post-Impressionism;cityscape;1887
21520.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Self-Portrait with Dark Felt Hat at the Easel;Post-Impressionism;self-portrait;1886
61388.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Young Peasant Girl in a Straw Hat sitting in front of a wheatfield;Post-Impressionism;portrait;1890
87903.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Landscape with Couple Walking and Crescent Moon;Post-Impressionism;genre painting;1890
60631.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Head of an Old Woman with White Cap The Midwife;Realism;portrait;1885
25955.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;On the Outskirts of Paris;Post-Impressionism;landscape;1887
53388.jpg;10bc951c2eb4a2f05fa773bdaace4e3b;Japanese Vase with Roses and Anemones;Post-Impressionism;flower painting;1890
